id,Exited
17528,[0.01750402]
17529,[0.6150845]
17530,[0.0180344]
17531,[0.01891631]
17532,[0.604113]
17533,[0.15196028]
17534,[0.4412428]
17535,[0.01771153]
17536,[0.3203036]
17537,[0.01889713]
17538,[0.61208457]
17539,[0.15234333]
17540,[0.16372144]
17541,[0.1413871]
17542,[0.02979019]
17543,[0.6031618]
17544,[0.03305786]
17545,[0.01812346]
17546,[0.01873164]
17547,[0.02290223]
17548,[0.2846292]
17549,[0.605088]
17550,[0.71271396]
17551,[0.01661798]
17552,[0.01818746]
17553,[0.4327261]
17554,[0.6134124]
17555,[0.01874403]
17556,[0.03316835]
17557,[0.01839177]
17558,[0.31507266]
17559,[0.15093212]
17560,[0.17058791]
17561,[0.12811427]
17562,[0.16551526]
17563,[0.01811777]
17564,[0.24135679]
17565,[0.0624715]
17566,[0.18910247]
17567,[0.01889921]
17568,[0.14009382]
17569,[0.21716286]
17570,[0.01804789]
17571,[0.02601589]
17572,[0.49214092]
17573,[0.60183644]
17574,[0.5980836]
17575,[0.61704695]
17576,[0.01949439]
17577,[0.14798212]
17578,[0.03122632]
17579,[0.60532135]
17580,[0.03960294]
17581,[0.01732964]
17582,[0.01764356]
17583,[0.01931904]
17584,[0.01763077]
17585,[0.01731659]
17586,[0.6042255]
17587,[0.02531203]
17588,[0.01783126]
17589,[0.02961328]
17590,[0.02703603]
17591,[0.24924372]
17592,[0.4864305]
17593,[0.02389063]
17594,[0.01917384]
17595,[0.6068617]
17596,[0.02268063]
17597,[0.02954075]
17598,[0.3292641]
17599,[0.01795392]
17600,[0.01784612]
17601,[0.03170924]
17602,[0.6075659]
17603,[0.02143123]
17604,[0.01881687]
17605,[0.0181116]
17606,[0.25425792]
17607,[0.46637988]
17608,[0.28676867]
17609,[0.6160979]
17610,[0.02566039]
17611,[0.24765281]
17612,[0.28738266]
17613,[0.43099248]
17614,[0.02427722]
17615,[0.02813007]
17616,[0.604091]
17617,[0.40889466]
17618,[0.01787938]
17619,[0.4696744]
17620,[0.01789754]
17621,[0.2437188]
17622,[0.44576392]
17623,[0.3632536]
17624,[0.01748515]
17625,[0.02326624]
17626,[0.04992044]
17627,[0.34747228]
17628,[0.0311476]
17629,[0.01786086]
17630,[0.2796955]
17631,[0.71324503]
17632,[0.28130737]
17633,[0.01849022]
17634,[0.32437676]
17635,[0.4862497]
17636,[0.03352301]
17637,[0.1343747]
17638,[0.37053713]
17639,[0.01786831]
17640,[0.01849283]
17641,[0.02567266]
17642,[0.01811007]
17643,[0.0240724]
17644,[0.01713466]
17645,[0.16455804]
17646,[0.21372502]
17647,[0.3885239]
17648,[0.14987053]
17649,[0.23539908]
17650,[0.47255686]
17651,[0.01705669]
17652,[0.0337844]
17653,[0.01754342]
17654,[0.03760977]
17655,[0.01904462]
17656,[0.01843535]
17657,[0.02447843]
17658,[0.01769632]
17659,[0.20802736]
17660,[0.5925431]
17661,[0.02499273]
17662,[0.52092516]
17663,[0.01875047]
17664,[0.01784727]
17665,[0.01740336]
17666,[0.42554975]
17667,[0.01880643]
17668,[0.6059631]
17669,[0.15555814]
17670,[0.01986921]
17671,[0.5571494]
17672,[0.02265979]
17673,[0.05204648]
17674,[0.01664082]
17675,[0.03351573]
17676,[0.02791174]
17677,[0.02601314]
17678,[0.03349958]
17679,[0.38194928]
17680,[0.02495712]
17681,[0.44685087]
17682,[0.43288058]
17683,[0.01730859]
17684,[0.24623956]
17685,[0.13533664]
17686,[0.16279195]
17687,[0.19121797]
17688,[0.02887725]
17689,[0.01750733]
17690,[0.01751898]
17691,[0.02036912]
17692,[0.02296031]
17693,[0.14886743]
17694,[0.0183616]
17695,[0.03030351]
17696,[0.0310864]
17697,[0.02069906]
17698,[0.12633117]
17699,[0.253985]
17700,[0.58159876]
17701,[0.01845772]
17702,[0.01747408]
17703,[0.02381109]
17704,[0.2877979]
17705,[0.4497894]
17706,[0.02741796]
17707,[0.023903]
17708,[0.4265528]
17709,[0.25774544]
17710,[0.01776193]
17711,[0.01824846]
17712,[0.30108243]
17713,[0.02216992]
17714,[0.5612887]
17715,[0.3041714]
17716,[0.03281758]
17717,[0.03150521]
17718,[0.01879216]
17719,[0.26871473]
17720,[0.15774046]
17721,[0.42612475]
17722,[0.633034]
17723,[0.4302506]
17724,[0.02551442]
17725,[0.01875583]
17726,[0.19900252]
17727,[0.1661763]
17728,[0.01768797]
17729,[0.32006517]
17730,[0.01741166]
17731,[0.24107456]
17732,[0.02718418]
17733,[0.01768332]
17734,[0.425158]
17735,[0.01821739]
17736,[0.18914324]
17737,[0.3050583]
17738,[0.01990727]
17739,[0.02902656]
17740,[0.26223344]
17741,[0.43439204]
17742,[0.03215947]
17743,[0.28943506]
17744,[0.60930586]
17745,[0.13289222]
17746,[0.2512779]
17747,[0.02982155]
17748,[0.02689809]
17749,[0.5896455]
17750,[0.308029]
17751,[0.5791575]
17752,[0.26793322]
17753,[0.1940483]
17754,[0.6771232]
17755,[0.02374825]
17756,[0.61879647]
17757,[0.4708825]
17758,[0.5917922]
17759,[0.60252285]
17760,[0.01980801]
17761,[0.01927861]
17762,[0.32921818]
17763,[0.03019982]
17764,[0.01772461]
17765,[0.455837]
17766,[0.14121869]
17767,[0.30946878]
17768,[0.30185774]
17769,[0.01754827]
17770,[0.01752339]
17771,[0.37302122]
17772,[0.02561498]
17773,[0.1793497]
17774,[0.03021644]
17775,[0.01834943]
17776,[0.02410513]
17777,[0.02411105]
17778,[0.02469571]
17779,[0.17368203]
17780,[0.03084518]
17781,[0.02712337]
17782,[0.15964255]
17783,[0.03586468]
17784,[0.01717569]
17785,[0.38679516]
17786,[0.01958071]
17787,[0.01932555]
17788,[0.6976999]
17789,[0.01708431]
17790,[0.16664925]
17791,[0.11648262]
17792,[0.47656927]
17793,[0.02474678]
17794,[0.47318235]
17795,[0.62070084]
17796,[0.02362396]
17797,[0.02946278]
17798,[0.01831281]
17799,[0.2532209]
17800,[0.6182934]
17801,[0.0176024]
17802,[0.5762858]
17803,[0.02557034]
17804,[0.01780419]
17805,[0.04607572]
17806,[0.06971661]
17807,[0.07028602]
17808,[0.02484125]
17809,[0.45978406]
17810,[0.6142252]
17811,[0.18706071]
17812,[0.26946953]
17813,[0.02892084]
17814,[0.01844088]
17815,[0.2542435]
17816,[0.02938339]
17817,[0.51507676]
17818,[0.02436868]
17819,[0.02600957]
17820,[0.43078685]
17821,[0.31410775]
17822,[0.02811098]
17823,[0.01874981]
17824,[0.42233372]
17825,[0.02723693]
17826,[0.499761]
17827,[0.5727137]
17828,[0.02757969]
17829,[0.01887633]
17830,[0.45453852]
17831,[0.28437173]
17832,[0.15292163]
17833,[0.02241092]
17834,[0.01719458]
17835,[0.6060896]
17836,[0.03271237]
17837,[0.24287821]
17838,[0.01822559]
17839,[0.01810285]
17840,[0.5997412]
17841,[0.03143535]
17842,[0.2782514]
17843,[0.02783469]
17844,[0.48727265]
17845,[0.54477715]
17846,[0.01798531]
17847,[0.1517813]
17848,[0.53164995]
17849,[0.01716267]
17850,[0.01839947]
17851,[0.58179855]
17852,[0.21653654]
17853,[0.02600282]
17854,[0.01784468]
17855,[0.01910808]
17856,[0.3177918]
17857,[0.21688756]
17858,[0.28107917]
17859,[0.02236763]
17860,[0.29740477]
17861,[0.02879734]
17862,[0.43429825]
17863,[0.0257837]
17864,[0.1739746]
17865,[0.42862788]
17866,[0.6168898]
17867,[0.01927544]
17868,[0.15708151]
17869,[0.01808837]
17870,[0.01955244]
17871,[0.01861128]
17872,[0.02860428]
17873,[0.25392398]
17874,[0.6240189]
17875,[0.01735239]
17876,[0.13611767]
17877,[0.01757322]
17878,[0.4210267]
17879,[0.45232695]
17880,[0.02930975]
17881,[0.01691143]
17882,[0.15194856]
17883,[0.01862087]
17884,[0.3422483]
17885,[0.0243911]
17886,[0.6148251]
17887,[0.48541588]
17888,[0.36424938]
17889,[0.02871427]
17890,[0.18932036]
17891,[0.47126117]
17892,[0.18655503]
17893,[0.15821952]
17894,[0.02631682]
17895,[0.48108873]
17896,[0.01759989]
17897,[0.27359706]
17898,[0.03105525]
17899,[0.02813949]
17900,[0.03692241]
17901,[0.24238323]
17902,[0.02769677]
17903,[0.39010492]
17904,[0.5877961]
17905,[0.02385639]
17906,[0.60520625]
17907,[0.49963737]
17908,[0.03271784]
17909,[0.38027227]
17910,[0.01948809]
17911,[0.583194]
17912,[0.01824478]
17913,[0.84148186]
17914,[0.01931953]
17915,[0.03846923]
17916,[0.01753952]
17917,[0.03230153]
17918,[0.02566189]
17919,[0.01758885]
17920,[0.28577378]
17921,[0.01729195]
17922,[0.5698337]
17923,[0.01781425]
17924,[0.02063836]
17925,[0.7104734]
17926,[0.30158737]
17927,[0.03062196]
17928,[0.19920933]
17929,[0.01760209]
17930,[0.03380199]
17931,[0.4375545]
17932,[0.0180083]
17933,[0.02836669]
17934,[0.3383375]
17935,[0.41749585]
17936,[0.02643137]
17937,[0.6072863]
17938,[0.01810453]
17939,[0.5903785]
17940,[0.01885303]
17941,[0.16744131]
17942,[0.02835091]
17943,[0.34586316]
17944,[0.16673478]
17945,[0.23866428]
17946,[0.22196011]
17947,[0.28943476]
17948,[0.6042149]
17949,[0.0178606]
17950,[0.0231777]
17951,[0.5895406]
17952,[0.02775123]
17953,[0.25366697]
17954,[0.5997708]
17955,[0.17037414]
17956,[0.01789753]
17957,[0.01820128]
17958,[0.01909335]
17959,[0.27758202]
17960,[0.02314807]
17961,[0.1905247]
17962,[0.02748793]
17963,[0.5885209]
17964,[0.61161625]
17965,[0.01754989]
17966,[0.55403006]
17967,[0.23321067]
17968,[0.01866815]
17969,[0.6247827]
17970,[0.5995238]
17971,[0.02557027]
17972,[0.7824627]
17973,[0.01891156]
17974,[0.02343409]
17975,[0.36665544]
17976,[0.38410085]
17977,[0.6097193]
17978,[0.561013]
17979,[0.01835478]
17980,[0.01740887]
17981,[0.0173002]
17982,[0.01705739]
17983,[0.14957212]
17984,[0.21193567]
17985,[0.0226044]
17986,[0.5862775]
17987,[0.15583375]
17988,[0.03067942]
17989,[0.6091083]
17990,[0.46282604]
17991,[0.45113102]
17992,[0.02472122]
17993,[0.02733145]
17994,[0.03425382]
17995,[0.02990984]
17996,[0.01662596]
17997,[0.6139381]
17998,[0.4071661]
17999,[0.01751065]
18000,[0.3599931]
18001,[0.01779204]
18002,[0.01837572]
18003,[0.06049724]
18004,[0.1397478]
18005,[0.13834934]
18006,[0.0187568]
18007,[0.01824515]
18008,[0.01904006]
18009,[0.02261581]
18010,[0.3263064]
18011,[0.01847673]
18012,[0.01786822]
18013,[0.18713485]
18014,[0.58139277]
18015,[0.17655155]
18016,[0.01983131]
18017,[0.01807889]
18018,[0.19971664]
18019,[0.43097973]
18020,[0.17108074]
18021,[0.24513069]
18022,[0.6139665]
18023,[0.2090849]
18024,[0.5909542]
18025,[0.37292317]
18026,[0.27014282]
18027,[0.0177016]
18028,[0.02079573]
18029,[0.26774928]
18030,[0.33229205]
18031,[0.5212381]
18032,[0.6016525]
18033,[0.02423509]
18034,[0.5667496]
18035,[0.01789588]
18036,[0.0175341]
18037,[0.02965941]
18038,[0.02221032]
18039,[0.4844317]
18040,[0.02568306]
18041,[0.01687035]
18042,[0.02787634]
18043,[0.01783885]
18044,[0.02966954]
18045,[0.01764972]
18046,[0.01752527]
18047,[0.61749715]
18048,[0.01870151]
18049,[0.03405202]
18050,[0.02768796]
18051,[0.0174917]
18052,[0.09160267]
18053,[0.61311066]
18054,[0.59374845]
18055,[0.72071433]
18056,[0.495968]
18057,[0.03319705]
18058,[0.2223699]
18059,[0.61364293]
18060,[0.01759995]
18061,[0.24422568]
18062,[0.01895639]
18063,[0.11363678]
18064,[0.2354957]
18065,[0.57559335]
18066,[0.6125236]
18067,[0.27557704]
18068,[0.49183884]
18069,[0.01762991]
18070,[0.01786904]
18071,[0.42737755]
18072,[0.11488836]
18073,[0.017908]
18074,[0.535417]
18075,[0.27591407]
18076,[0.03112917]
18077,[0.50841314]
18078,[0.4805837]
18079,[0.02958728]
18080,[0.5968418]
18081,[0.02766507]
18082,[0.02194403]
18083,[0.32416323]
18084,[0.5042809]
18085,[0.2342208]
18086,[0.02215771]
18087,[0.28429064]
18088,[0.62325776]
18089,[0.2986214]
18090,[0.159251]
18091,[0.38457385]
18092,[0.01759513]
18093,[0.13960253]
18094,[0.01867166]
18095,[0.0327555]
18096,[0.37687185]
18097,[0.3416398]
18098,[0.01782556]
18099,[0.59754944]
18100,[0.40334573]
18101,[0.02854718]
18102,[0.01752205]
18103,[0.2493244]
18104,[0.12891637]
18105,[0.01952077]
18106,[0.59068906]
18107,[0.15741232]
18108,[0.01788685]
18109,[0.09419236]
18110,[0.01886476]
18111,[0.01721314]
18112,[0.2469449]
18113,[0.02614469]
18114,[0.01783465]
18115,[0.45737714]
18116,[0.03240813]
18117,[0.072229]
18118,[0.7941893]
18119,[0.01866949]
18120,[0.03834736]
18121,[0.13384986]
18122,[0.40105778]
18123,[0.3381173]
18124,[0.01847126]
18125,[0.22782624]
18126,[0.27551755]
18127,[0.16595373]
18128,[0.02739977]
18129,[0.02462776]
18130,[0.10466534]
18131,[0.01956372]
18132,[0.01896329]
18133,[0.2698521]
18134,[0.23586656]
18135,[0.01919451]
18136,[0.595603]
18137,[0.02768019]
18138,[0.62498987]
18139,[0.4987928]
18140,[0.32841712]
18141,[0.10818601]
18142,[0.03680951]
18143,[0.6021654]
18144,[0.01981686]
18145,[0.23495227]
18146,[0.02817433]
18147,[0.01927964]
18148,[0.16910067]
18149,[0.01837933]
18150,[0.18904592]
18151,[0.01887027]
18152,[0.02933703]
18153,[0.04901003]
18154,[0.26261637]
18155,[0.19957255]
18156,[0.03337481]
18157,[0.01900967]
18158,[0.0270031]
18159,[0.07985206]
18160,[0.4565224]
18161,[0.15034969]
18162,[0.6097381]
18163,[0.18657179]
18164,[0.14415133]
18165,[0.33094907]
18166,[0.6195092]
18167,[0.18035883]
18168,[0.03557798]
18169,[0.01891913]
18170,[0.0275218]
18171,[0.16591206]
18172,[0.01709052]
18173,[0.15768993]
18174,[0.4766987]
18175,[0.01925934]
18176,[0.02472551]
18177,[0.1710897]
18178,[0.3108723]
18179,[0.03558195]
18180,[0.01664129]
18181,[0.0193621]
18182,[0.3461276]
18183,[0.46488237]
18184,[0.01944371]
18185,[0.61754966]
18186,[0.18263707]
18187,[0.0184133]
18188,[0.01720769]
18189,[0.45296618]
18190,[0.3054009]
18191,[0.80377907]
18192,[0.16591193]
18193,[0.2515207]
18194,[0.60265964]
18195,[0.0253647]
18196,[0.3830853]
18197,[0.02350927]
18198,[0.03009602]
18199,[0.01886874]
18200,[0.3263301]
18201,[0.5127319]
18202,[0.0178482]
18203,[0.01777665]
18204,[0.01858012]
18205,[0.0212129]
18206,[0.02483765]
18207,[0.03530826]
18208,[0.02711101]
18209,[0.35321686]
18210,[0.6148463]
18211,[0.01788999]
18212,[0.02291331]
18213,[0.01871832]
18214,[0.01937467]
18215,[0.0246579]
18216,[0.01826881]
18217,[0.02276084]
18218,[0.02795039]
18219,[0.4708438]
18220,[0.01989552]
18221,[0.02850125]
18222,[0.8598805]
18223,[0.61579776]
18224,[0.36417392]
18225,[0.01966367]
18226,[0.6117016]
18227,[0.02838669]
18228,[0.01898163]
18229,[0.4787547]
18230,[0.33050016]
18231,[0.3032261]
18232,[0.5847254]
18233,[0.4470714]
18234,[0.13614956]
18235,[0.02369726]
18236,[0.6106624]
18237,[0.01700702]
18238,[0.22319369]
18239,[0.02778711]
18240,[0.01785579]
18241,[0.58107996]
18242,[0.02359999]
18243,[0.01758064]
18244,[0.22037216]
18245,[0.18795028]
18246,[0.328606]
18247,[0.01952621]
18248,[0.60936904]
18249,[0.1553457]
18250,[0.02604413]
18251,[0.21259959]
18252,[0.03556214]
18253,[0.605566]
18254,[0.04473205]
18255,[0.0174234]
18256,[0.33992162]
18257,[0.01776872]
18258,[0.35597184]
18259,[0.01905772]
18260,[0.01849977]
18261,[0.0257248]
18262,[0.5889511]
18263,[0.6191962]
18264,[0.02963244]
18265,[0.01796089]
18266,[0.02396632]
18267,[0.7096776]
18268,[0.03388432]
18269,[0.31540796]
18270,[0.28367218]
18271,[0.22701986]
18272,[0.44018438]
18273,[0.01997272]
18274,[0.02749407]
18275,[0.02514775]
18276,[0.01926664]
18277,[0.5102927]
18278,[0.01788658]
18279,[0.01695042]
18280,[0.47099197]
18281,[0.02806458]
18282,[0.0313009]
18283,[0.36887115]
18284,[0.01790541]
18285,[0.61532795]
18286,[0.38161662]
18287,[0.24876711]
18288,[0.03276043]
18289,[0.22062828]
18290,[0.03453153]
18291,[0.01789885]
18292,[0.15273204]
18293,[0.01787421]
18294,[0.4790964]
18295,[0.4494613]
18296,[0.01830779]
18297,[0.14434193]
18298,[0.02165111]
18299,[0.32775742]
18300,[0.43410632]
18301,[0.20136704]
18302,[0.62158406]
18303,[0.6072881]
18304,[0.2326728]
18305,[0.24091141]
18306,[0.160938]
18307,[0.01779654]
18308,[0.4161639]
18309,[0.0240741]
18310,[0.019197]
18311,[0.01863634]
18312,[0.03818706]
18313,[0.04093533]
18314,[0.01824837]
18315,[0.01729887]
18316,[0.17827782]
18317,[0.43864468]
18318,[0.01712155]
18319,[0.01757737]
18320,[0.02852687]
18321,[0.1300176]
18322,[0.02401746]
18323,[0.01755982]
18324,[0.31694353]
18325,[0.40741506]
18326,[0.15665942]
18327,[0.30775282]
18328,[0.0168797]
18329,[0.49647373]
18330,[0.6071225]
18331,[0.0282857]
18332,[0.14293869]
18333,[0.17145444]
18334,[0.01830229]
18335,[0.01896564]
18336,[0.01707237]
18337,[0.01916629]
18338,[0.02512801]
18339,[0.5681719]
18340,[0.15823115]
18341,[0.01734336]
18342,[0.0193932]
18343,[0.01778671]
18344,[0.21217796]
18345,[0.19996125]
18346,[0.01760712]
18347,[0.6944999]
18348,[0.02074709]
18349,[0.02922562]
18350,[0.02603295]
18351,[0.0177051]
18352,[0.62041783]
18353,[0.01858574]
18354,[0.2956822]
18355,[0.01888772]
18356,[0.42946535]
18357,[0.02088129]
18358,[0.02369588]
18359,[0.8592791]
18360,[0.02114424]
18361,[0.5750418]
18362,[0.5736872]
18363,[0.02872672]
18364,[0.02725351]
18365,[0.01951229]
18366,[0.86907285]
18367,[0.03283016]
18368,[0.02641762]
18369,[0.01803311]
18370,[0.02615317]
18371,[0.49850923]
18372,[0.8675448]
18373,[0.01898765]
18374,[0.02793913]
18375,[0.5663911]
18376,[0.35877246]
18377,[0.01848197]
18378,[0.0328901]
18379,[0.6041364]
18380,[0.02344826]
18381,[0.01807219]
18382,[0.27890477]
18383,[0.01916783]
18384,[0.15810855]
18385,[0.61350775]
18386,[0.35953447]
18387,[0.2785187]
18388,[0.01913075]
18389,[0.40206233]
18390,[0.02674889]
18391,[0.01810589]
18392,[0.346065]
18393,[0.01747383]
18394,[0.15765008]
18395,[0.1248709]
18396,[0.21073899]
18397,[0.46788123]
18398,[0.12955618]
18399,[0.01769528]
18400,[0.34954396]
18401,[0.01779356]
18402,[0.6223482]
18403,[0.02180008]
18404,[0.5931544]
18405,[0.60333884]
18406,[0.02831496]
18407,[0.02275091]
18408,[0.03099589]
18409,[0.2927003]
18410,[0.018847]
18411,[0.17774968]
18412,[0.16077818]
18413,[0.61670995]
18414,[0.01749097]
18415,[0.24479403]
18416,[0.02948496]
18417,[0.15436034]
18418,[0.32863018]
18419,[0.0244052]
18420,[0.41798547]
18421,[0.15461124]
18422,[0.02768659]
18423,[0.6074565]
18424,[0.02668308]
18425,[0.28053665]
18426,[0.23888361]
18427,[0.60799557]
18428,[0.01805237]
18429,[0.6040599]
18430,[0.61485755]
18431,[0.02421863]
18432,[0.1706066]
18433,[0.01877233]
18434,[0.0180128]
18435,[0.0186454]
18436,[0.6027993]
18437,[0.01720765]
18438,[0.5450128]
18439,[0.50993574]
18440,[0.3568825]
18441,[0.02058052]
18442,[0.01782968]
18443,[0.19178326]
18444,[0.01787252]
18445,[0.01894198]
18446,[0.46265027]
18447,[0.05372467]
18448,[0.01786857]
18449,[0.49793428]
18450,[0.31187207]
18451,[0.58888674]
18452,[0.13948208]
18453,[0.26360267]
18454,[0.02388857]
18455,[0.24317768]
18456,[0.5673771]
18457,[0.02870612]
18458,[0.02486626]
18459,[0.31660616]
18460,[0.14540458]
18461,[0.02310798]
18462,[0.01805245]
18463,[0.6163368]
18464,[0.865184]
18465,[0.15272602]
18466,[0.01922339]
18467,[0.02405566]
18468,[0.29140612]
18469,[0.43025407]
18470,[0.01881367]
18471,[0.01869689]
18472,[0.02448849]
18473,[0.01781194]
18474,[0.60491073]
18475,[0.03109374]
18476,[0.6077967]
18477,[0.0248401]
18478,[0.0268487]
18479,[0.01710167]
18480,[0.480127]
18481,[0.02774082]
18482,[0.01806812]
18483,[0.19265541]
18484,[0.19613928]
18485,[0.24400192]
18486,[0.13773069]
18487,[0.01799842]
18488,[0.6136911]
18489,[0.39259532]
18490,[0.02561421]
18491,[0.6096911]
18492,[0.15133817]
18493,[0.59431624]
18494,[0.01771255]
18495,[0.03532027]
18496,[0.3703034]
18497,[0.17794155]
18498,[0.01854227]
18499,[0.31524295]
18500,[0.20449154]
18501,[0.2318819]
18502,[0.5782373]
18503,[0.24694788]
18504,[0.01662253]
18505,[0.32062808]
18506,[0.01896929]
18507,[0.5941106]
18508,[0.6245065]
18509,[0.31269172]
18510,[0.3255264]
18511,[0.61271524]
18512,[0.03294462]
18513,[0.30953795]
18514,[0.01781424]
18515,[0.02333607]
18516,[0.17557898]
18517,[0.38658947]
18518,[0.02633063]
18519,[0.8703543]
18520,[0.39384684]
18521,[0.20702676]
18522,[0.5995859]
18523,[0.0249283]
18524,[0.02376194]
18525,[0.02928287]
18526,[0.09320799]
18527,[0.02462102]
18528,[0.32391074]
18529,[0.23493227]
18530,[0.0170845]
18531,[0.01977579]
18532,[0.02564329]
18533,[0.16877975]
18534,[0.5846075]
18535,[0.0188402]
18536,[0.01776463]
18537,[0.1767077]
18538,[0.03674043]
18539,[0.3684972]
18540,[0.17657231]
18541,[0.16587086]
18542,[0.5030155]
18543,[0.42213824]
18544,[0.6016699]
18545,[0.14498246]
18546,[0.5127868]
18547,[0.01870949]
18548,[0.01799378]
18549,[0.02650684]
18550,[0.6095096]
18551,[0.02098188]
18552,[0.01914896]
18553,[0.02720305]
18554,[0.12451262]
18555,[0.03710835]
18556,[0.02372777]
18557,[0.6019777]
18558,[0.01779536]
18559,[0.03421447]
18560,[0.13476689]
18561,[0.01727845]
18562,[0.01907894]
18563,[0.03695655]
18564,[0.41827837]
18565,[0.13998139]
18566,[0.61584175]
18567,[0.01804071]
18568,[0.29815438]
18569,[0.35656908]
18570,[0.02977195]
18571,[0.1624907]
18572,[0.6176021]
18573,[0.02658361]
18574,[0.26742926]
18575,[0.01665707]
18576,[0.30482945]
18577,[0.3306952]
18578,[0.25450808]
18579,[0.01830407]
18580,[0.03037881]
18581,[0.59407777]
18582,[0.20964105]
18583,[0.02701975]
18584,[0.45755023]
18585,[0.1568689]
18586,[0.01972834]
18587,[0.60779226]
18588,[0.6163732]
18589,[0.01777001]
18590,[0.03634026]
18591,[0.01749652]
18592,[0.01918873]
18593,[0.03092809]
18594,[0.01848783]
18595,[0.1867485]
18596,[0.45047557]
18597,[0.026707]
18598,[0.02551008]
18599,[0.01819153]
18600,[0.13247302]
18601,[0.01775124]
18602,[0.1654873]
18603,[0.29918957]
18604,[0.43006262]
18605,[0.018906]
18606,[0.42449877]
18607,[0.44851068]
18608,[0.23758002]
18609,[0.02570669]
18610,[0.33417764]
18611,[0.16325198]
18612,[0.02439644]
18613,[0.01933239]
18614,[0.59129626]
18615,[0.01855988]
18616,[0.32534555]
18617,[0.01853452]
18618,[0.01968047]
18619,[0.02959311]
18620,[0.01717857]
18621,[0.1871422]
18622,[0.01680296]
18623,[0.60211504]
18624,[0.28130987]
18625,[0.17776404]
18626,[0.2885391]
18627,[0.01912312]
18628,[0.13785484]
18629,[0.0184345]
18630,[0.259975]
18631,[0.14185725]
18632,[0.33901715]
18633,[0.02917315]
18634,[0.15331954]
18635,[0.62062484]
18636,[0.6015855]
18637,[0.02965762]
18638,[0.29210111]
18639,[0.02537066]
18640,[0.02641931]
18641,[0.71018445]
18642,[0.01809959]
18643,[0.5144545]
18644,[0.01775485]
18645,[0.60887444]
18646,[0.01805556]
18647,[0.2290099]
18648,[0.01749498]
18649,[0.02852537]
18650,[0.18333767]
18651,[0.02825053]
18652,[0.61248493]
18653,[0.01915837]
18654,[0.59068024]
18655,[0.6358911]
18656,[0.43354708]
18657,[0.01858223]
18658,[0.3847377]
18659,[0.01833252]
18660,[0.02713523]
18661,[0.34307802]
18662,[0.01885015]
18663,[0.23239844]
18664,[0.14541577]
18665,[0.27698106]
18666,[0.47567332]
18667,[0.15656199]
18668,[0.0187165]
18669,[0.20370156]
18670,[0.01761337]
18671,[0.02820455]
18672,[0.8626814]
18673,[0.28698084]
18674,[0.02561992]
18675,[0.01832878]
18676,[0.19357722]
18677,[0.01785751]
18678,[0.26378772]
18679,[0.0288722]
18680,[0.01809995]
18681,[0.02652232]
18682,[0.01975563]
18683,[0.40200496]
18684,[0.02063808]
18685,[0.02878873]
18686,[0.2900158]
18687,[0.36727896]
18688,[0.07280317]
18689,[0.01767159]
18690,[0.01808036]
18691,[0.16640034]
18692,[0.31517735]
18693,[0.21016164]
18694,[0.8645987]
18695,[0.02342109]
18696,[0.01709603]
18697,[0.46698776]
18698,[0.01869784]
18699,[0.01896348]
18700,[0.02014668]
18701,[0.01880449]
18702,[0.12219135]
18703,[0.01911307]
18704,[0.47542793]
18705,[0.03849908]
18706,[0.03220201]
18707,[0.521041]
18708,[0.01828789]
18709,[0.6063429]
18710,[0.01883174]
18711,[0.44502997]
18712,[0.01757978]
18713,[0.03927698]
18714,[0.01831675]
18715,[0.18056822]
18716,[0.1302549]
18717,[0.02766367]
18718,[0.01871809]
18719,[0.3264267]
18720,[0.14502996]
18721,[0.01711236]
18722,[0.18420134]
18723,[0.03184581]
18724,[0.01908862]
18725,[0.26381743]
18726,[0.026933]
18727,[0.6074438]
18728,[0.31611252]
18729,[0.03801891]
18730,[0.7834288]
18731,[0.017729]
18732,[0.28524244]
18733,[0.01787471]
18734,[0.03135138]
18735,[0.04595664]
18736,[0.7640743]
18737,[0.12783258]
18738,[0.36036128]
18739,[0.02320879]
18740,[0.033601]
18741,[0.01810358]
18742,[0.4317241]
18743,[0.18534973]
18744,[0.01848982]
18745,[0.14426646]
18746,[0.01877409]
18747,[0.6069565]
18748,[0.49643221]
18749,[0.01931214]
18750,[0.01928204]
18751,[0.02604825]
18752,[0.7931516]
18753,[0.61926895]
18754,[0.0170302]
18755,[0.5589835]
18756,[0.22661026]
18757,[0.01866475]
18758,[0.33343497]
18759,[0.14684914]
18760,[0.01939841]
18761,[0.22299714]
18762,[0.0243824]
18763,[0.21683475]
18764,[0.61799157]
18765,[0.1872727]
18766,[0.0222235]
18767,[0.02421406]
18768,[0.01780724]
18769,[0.81308985]
18770,[0.01810029]
18771,[0.393665]
18772,[0.24407262]
18773,[0.02231286]
18774,[0.32494286]
18775,[0.02025406]
18776,[0.5921576]
18777,[0.10131781]
18778,[0.27850428]
18779,[0.6088567]
18780,[0.01785895]
18781,[0.01860784]
18782,[0.15944462]
18783,[0.02672834]
18784,[0.6135148]
18785,[0.0171856]
18786,[0.0199242]
18787,[0.3893182]
18788,[0.01727177]
18789,[0.03498851]
18790,[0.02749117]
18791,[0.44138384]
18792,[0.21849537]
18793,[0.6001706]
18794,[0.8703009]
18795,[0.3652245]
18796,[0.6209179]
18797,[0.45821527]
18798,[0.44660297]
18799,[0.0208574]
18800,[0.24967536]
18801,[0.61523104]
18802,[0.02713034]
